Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0051284															Montipora_capitata_HIv3___RNAseq.g22074.t1								
OG0051285															Montipora_capitata_HIv3___RNAseq.g22077.t1								
OG0051286															Montipora_capitata_HIv3___TS.g35697.t1								
OG0051287															Montipora_capitata_HIv3___TS.g35701.t1								
OG0051288															Montipora_capitata_HIv3___RNAseq.g22101.t1								
OG0051289															Montipora_capitata_HIv3___TS.g35760.t1								
OG0051290															Montipora_capitata_HIv3___TS.g35789.t1								
OG0051291															Montipora_capitata_HIv3___TS.g35846.t1								
OG0051292															Montipora_capitata_HIv3___TS.g35875.t1								
OG0051293															Montipora_capitata_HIv3___RNAseq.g22280.t1								
OG0051294															Montipora_capitata_HIv3___RNAseq.g22419.t1								
OG0051295															Montipora_capitata_HIv3___RNAseq.g22445.t1								
OG0051296															Montipora_capitata_HIv3___RNAseq.g22508.t1								
OG0051297															Montipora_capitata_HIv3___RNAseq.g22562.t1								
OG0051298															Montipora_capitata_HIv3___RNAseq.g22565.t1								
OG0051299															Montipora_capitata_HIv3___RNAseq.g22617.t1								
OG0051300															Montipora_capitata_HIv3___RNAseq.g22636.t1								
OG0051301															Montipora_capitata_HIv3___RNAseq.g22705.t1								
OG0051302															Montipora_capitata_HIv3___RNAseq.g22707.t1								
OG0051303															Montipora_capitata_HIv3___RNAseq.g22783.t1								
OG0051304															Montipora_capitata_HIv3___RNAseq.g22820.t1								
OG0051305															Montipora_capitata_HIv3___RNAseq.g22872.t1								
OG0051306															Montipora_capitata_HIv3___RNAseq.g22915.t1								
OG0051307															Montipora_capitata_HIv3___RNAseq.g22919.t1								
OG0051308															Montipora_capitata_HIv3___RNAseq.g22924.t1								
OG0051309															Montipora_capitata_HIv3___TS.g36541.t1								
OG0051310															Montipora_capitata_HIv3___RNAseq.g22927.t1								
OG0051311															Montipora_capitata_HIv3___RNAseq.g22932.t1								
OG0051312															Montipora_capitata_HIv3___RNAseq.g22955.t1								
OG0051313															Montipora_capitata_HIv3___RNAseq.g23031.t1								
OG0051314															Montipora_capitata_HIv3___RNAseq.g23044.t1								
OG0051315															Montipora_capitata_HIv3___RNAseq.g23056.t1								
OG0051316															Montipora_capitata_HIv3___TS.g36703.t1								
OG0051317															Montipora_capitata_HIv3___RNAseq.g23111.t1								
OG0051318															Montipora_capitata_HIv3___RNAseq.g23113.t1								
OG0051319															Montipora_capitata_HIv3___RNAseq.g23253.t1								
OG0051320															Montipora_capitata_HIv3___RNAseq.g23317.t1								
OG0051321															Montipora_capitata_HIv3___TS.g36944.t1								
OG0051322															Montipora_capitata_HIv3___RNAseq.g23370.t1								
OG0051323															Montipora_capitata_HIv3___RNAseq.g23417.t1								
OG0051324															Montipora_capitata_HIv3___TS.g37056.t1								
OG0051325															Montipora_capitata_HIv3___TS.g37110.t1								
OG0051326															Montipora_capitata_HIv3___TS.g37128.t1								
OG0051327															Montipora_capitata_HIv3___TS.g37149.t1								
OG0051328															Montipora_capitata_HIv3___RNAseq.g23548.t1								
OG0051329															Montipora_capitata_HIv3___TS.g37257.t1								
OG0051330															Montipora_capitata_HIv3___RNAseq.g23613.t1								
OG0051331															Montipora_capitata_HIv3___RNAseq.g34938.t1								
OG0051332															Montipora_capitata_HIv3___RNAseq.g34942.t1								
OG0051333															Montipora_capitata_HIv3___RNAseq.g34985.t1								
OG0051334															Montipora_capitata_HIv3___RNAseq.g34989.t1								
OG0051335															Montipora_capitata_HIv3___RNAseq.g35006.t1								
OG0051336															Montipora_capitata_HIv3___TS.g5088.t1								
OG0051337															Montipora_capitata_HIv3___TS.g5162.t1								
OG0051338															Montipora_capitata_HIv3___RNAseq.g35114.t1								
OG0051339															Montipora_capitata_HIv3___RNAseq.g35124.t1								
OG0051340															Montipora_capitata_HIv3___TS.g5177.t1								
OG0051341															Montipora_capitata_HIv3___RNAseq.g35147.t1								
OG0051342															Montipora_capitata_HIv3___RNAseq.g35166.t1								
OG0051343															Montipora_capitata_HIv3___RNAseq.g35177.t1								
OG0051344															Montipora_capitata_HIv3___RNAseq.g35193.t1								
OG0051345															Montipora_capitata_HIv3___TS.g5319.t1								
OG0051346															Montipora_capitata_HIv3___RNAseq.g35306.t1								
OG0051347															Montipora_capitata_HIv3___RNAseq.g35308.t1								
OG0051348															Montipora_capitata_HIv3___RNAseq.g35309.t1								
OG0051349															Montipora_capitata_HIv3___TS.g5360.t1								
OG0051350															Montipora_capitata_HIv3___RNAseq.g35318.t1								
OG0051351															Montipora_capitata_HIv3___RNAseq.g35349.t1								
OG0051352															Montipora_capitata_HIv3___TS.g5405.t1								
OG0051353															Montipora_capitata_HIv3___TS.g5428.t1								
OG0051354															Montipora_capitata_HIv3___RNAseq.g35378.t1								
OG0051355															Montipora_capitata_HIv3___TS.g5455.t1								
OG0051356															Montipora_capitata_HIv3___TS.g5462.t1								
OG0051357															Montipora_capitata_HIv3___TS.g5475.t1								
OG0051358															Montipora_capitata_HIv3___RNAseq.g35439.t1								
OG0051359															Montipora_capitata_HIv3___RNAseq.g35447.t1								
OG0051360															Montipora_capitata_HIv3___TS.g5529.t1								
OG0051361															Montipora_capitata_HIv3___TS.g5556.t1								
OG0051362															Montipora_capitata_HIv3___RNAseq.g35510.t1								
OG0051363															Montipora_capitata_HIv3___TS.g5617.t1								
OG0051364															Montipora_capitata_HIv3___RNAseq.g35575.t1								
OG0051365															Montipora_capitata_HIv3___TS.g5667.t1								
OG0051366															Montipora_capitata_HIv3___TS.g5676.t1								
OG0051367															Montipora_capitata_HIv3___RNAseq.g35666.t1								
OG0051368															Montipora_capitata_HIv3___RNAseq.g35670.t1								
OG0051369															Montipora_capitata_HIv3___RNAseq.g35679.t1								
OG0051370															Montipora_capitata_HIv3___RNAseq.g35692.t1								
OG0051371															Montipora_capitata_HIv3___RNAseq.g35769.t1								
OG0051372															Montipora_capitata_HIv3___RNAseq.g35864.t1								
OG0051373															Montipora_capitata_HIv3___RNAseq.g35890.t1								
OG0051374															Montipora_capitata_HIv3___RNAseq.g35895.t1								
OG0051375															Montipora_capitata_HIv3___TS.g5944.t1								
OG0051376															Montipora_capitata_HIv3___RNAseq.g35962.t1								
OG0051377															Montipora_capitata_HIv3___RNAseq.g35981.t1								
OG0051378															Montipora_capitata_HIv3___RNAseq.g36003.t1								
OG0051379															Montipora_capitata_HIv3___TS.g6072.t1								
OG0051380															Montipora_capitata_HIv3___RNAseq.g36060.t1								
OG0051381															Montipora_capitata_HIv3___TS.g6176.t1								
OG0051382															Montipora_capitata_HIv3___RNAseq.g36159.t1								
OG0051383															Montipora_capitata_HIv3___TS.g6212.t1								
OG0051384															Montipora_capitata_HIv3___RNAseq.g36185.t1								
OG0051385															Montipora_capitata_HIv3___RNAseq.g36201.t1								
OG0051386															Montipora_capitata_HIv3___RNAseq.g36226.t1								
OG0051387															Montipora_capitata_HIv3___RNAseq.g36237.t1								
OG0051388															Montipora_capitata_HIv3___TS.g6348.t1								
OG0051389															Montipora_capitata_HIv3___RNAseq.g36299.t1								
OG0051390															Montipora_capitata_HIv3___TS.g6397.t1								
OG0051391															Montipora_capitata_HIv3___RNAseq.g36345.t1								
OG0051392															Montipora_capitata_HIv3___TS.g6417.t1								
OG0051393															Montipora_capitata_HIv3___RNAseq.g36375.t1								
OG0051394															Montipora_capitata_HIv3___RNAseq.g36377.t1								
OG0051395															Montipora_capitata_HIv3___RNAseq.g36396.t1								
OG0051396															Montipora_capitata_HIv3___RNAseq.g36397.t1								
OG0051397															Montipora_capitata_HIv3___RNAseq.g36399.t2								
OG0051398															Montipora_capitata_HIv3___TS.g6490.t1								
OG0051399															Montipora_capitata_HIv3___RNAseq.g36451.t1								
OG0051400															Montipora_capitata_HIv3___RNAseq.g36456.t1								
OG0051401															Montipora_capitata_HIv3___RNAseq.g36466.t1								
OG0051402															Montipora_capitata_HIv3___TS.g6532.t1								
OG0051403															Montipora_capitata_HIv3___TS.g6561.t1								
OG0051404															Montipora_capitata_HIv3___RNAseq.g36513.t1								
OG0051405															Montipora_capitata_HIv3___RNAseq.g36520.t1								
OG0051406															Montipora_capitata_HIv3___TS.g6590.t1								
OG0051407															Montipora_capitata_HIv3___TS.g6592.t1								
OG0051408															Montipora_capitata_HIv3___RNAseq.g36571.t1								
OG0051409															Montipora_capitata_HIv3___RNAseq.g36582.t1								
OG0051410															Montipora_capitata_HIv3___TS.g6736.t1								
OG0051411															Montipora_capitata_HIv3___RNAseq.g36713.t1								
OG0051412															Montipora_capitata_HIv3___RNAseq.g36758.t1								
OG0051413															Montipora_capitata_HIv3___TS.g6842.t1								
OG0051414															Montipora_capitata_HIv3___TS.g6863.t1								
OG0051415															Montipora_capitata_HIv3___RNAseq.g36824.t1								
OG0051416															Montipora_capitata_HIv3___RNAseq.g36859.t1								
OG0051417															Montipora_capitata_HIv3___TS.g6927.t1								
OG0051418															Montipora_capitata_HIv3___TS.g6945.t1								
OG0051419															Montipora_capitata_HIv3___RNAseq.g36921.t1								
OG0051420															Montipora_capitata_HIv3___TS.g6987.t2								
OG0051421															Montipora_capitata_HIv3___RNAseq.g36939.t1								
OG0051422															Montipora_capitata_HIv3___TS.g7000.t1								
OG0051423															Montipora_capitata_HIv3___RNAseq.g36947.t1								
OG0051424															Montipora_capitata_HIv3___RNAseq.g36960.t1								
OG0051425															Montipora_capitata_HIv3___RNAseq.g36970.t1								
OG0051426															Montipora_capitata_HIv3___RNAseq.g37066.t1								
OG0051427															Montipora_capitata_HIv3___TS.g7141.t1								
OG0051428															Montipora_capitata_HIv3___RNAseq.g37084.t1								
OG0051429															Montipora_capitata_HIv3___TS.g7159.t1								
OG0051430															Montipora_capitata_HIv3___RNAseq.g37099.t1								
OG0051431															Montipora_capitata_HIv3___TS.g7163.t1								
OG0051432															Montipora_capitata_HIv3___RNAseq.g37111.t1								
OG0051433															Montipora_capitata_HIv3___RNAseq.g37122.t1								
OG0051434															Montipora_capitata_HIv3___RNAseq.g37125.t1								
OG0051435															Montipora_capitata_HIv3___RNAseq.g27605.t1								
OG0051436															Montipora_capitata_HIv3___TS.g24053.t1								
OG0051437															Montipora_capitata_HIv3___RNAseq.g27609.t1								
OG0051438															Montipora_capitata_HIv3___TS.g24133.t1								
OG0051439															Montipora_capitata_HIv3___RNAseq.g27690.t1								
OG0051440															Montipora_capitata_HIv3___TS.g24171.t1								
OG0051441															Montipora_capitata_HIv3___TS.g24172.t1								
OG0051442															Montipora_capitata_HIv3___RNAseq.g27725.t1								
OG0051443															Montipora_capitata_HIv3___RNAseq.g27728.t1								
OG0051444															Montipora_capitata_HIv3___TS.g24179.t1								
OG0051445															Montipora_capitata_HIv3___TS.g24202.t1								
OG0051446															Montipora_capitata_HIv3___TS.g24254.t1								
OG0051447															Montipora_capitata_HIv3___RNAseq.g27848.t1								
OG0051448															Montipora_capitata_HIv3___RNAseq.g27859.t1								
OG0051449															Montipora_capitata_HIv3___RNAseq.g27864.t1								
OG0051450															Montipora_capitata_HIv3___RNAseq.g27897.t1								
OG0051451															Montipora_capitata_HIv3___RNAseq.g27902.t1								
OG0051452															Montipora_capitata_HIv3___RNAseq.g27906.t1								
OG0051453															Montipora_capitata_HIv3___TS.g24366.t3a								
